id,下个对话组首句闲聊,"对话内容
支持随机对话内容",接取1个任务对话,接取2个任务对话,接取3个任务对话。,是否气泡,对话选项数量,对话选项1,对话选项1跳转对话ID,任务标记1,关联任务1,对话选项2,对话选项2跳转对话ID,任务标记2,关联任务2,对话选项3,对话选项3跳转对话ID,任务标记3,关联任务3
3022100,3023100,虽然不知道你是否能够理解石碑的意义，但是，我现在还是打算告诉你下一个石碑的消息。你愿意听吗？,,,,0,,当然愿意！,3022101,2,2014,再说吧！,3022201,,,咨询服务！,3000201,,
3022101,,还是传送到河口平原，沿着右上方的那条路一直往上走，在狼嚎森林的一个三叉口处。这块石碑记载了一些有关做人的道理。,,,,0,,能告诉我坐标吗？,3022102,2,2014,,,,,,,,
3022102,,当然可以，坐标是(-812，1396)。,,,,0,,那我这就过去。,,1,2014,,,,,,,,
3023100,3024100,在我看来您已经有所收获了，因为气质完全变化了呢。下面这个石碑的坐标在(-778，1494)。,,,,0,,能详细说说吗？,3023101,2,2015,咨询服务！,3000201,,,,,,
3023101,,具体的话在狼嚎森林靠近乌拉山脉西北的地方，你可以在上个石碑的右下方前进。这次可没这么简单，可是要相信自己可以找到哦。,,,,0,,好吧！,,1,2015,,,,,,,,
3024100,3025100,目前处于激发态的石碑处于乌拉山脉中，它非常靠近环形沙漠的最顶部。具体坐标在(-710，1690)。从这往左下方走能到达乌拉山脉和环形沙漠。,,,,0,,了解。,,1,2016,咨询服务！,3000201,,,,,,
3025100,3026100,我观测的下个石碑，似乎也需要你传送到河口平原去呢，沿着河口平原右上方的那条路，在第一个岔路选左边的，到达第二个岔路后继续选左边的路就可以找到这个石碑了。,,,,0,,好的，知道了。,3025101,2,2017,咨询服务！,3000201,,,,,,
3025101,,这个石碑的坐标是(-730，1230)。别忘了哦！,,,,0,,不会忘的。,,1,2017,,,,,,,,
3026100,3027100,接下来，你要去的坐标点是(-560，1720)。这个坐标点在乌拉山脉。从河口平原右下方的前往乌拉山脉的道路走到一片废墟后，往上寻找一下就能看到它啦。,,,,0,,嗯，明白。,,1,2018,咨询服务！,3000201,,,,,,
3027100,3028100,(-580，1260)这是下一个石碑的坐标。,,,,0,,具体在哪呢？,3027101,2,2019,,,,,,,,
3027101,,先传送到河口平原，从左上方的出口出去后，仍然一直往左上方走，碰到一个废墟后，从左边绕过后继续往左上前进，你就能找到它了。,,,,0,,额，好吧。,,1,2019,,,,,,,,
3028100,3008999,嗯，下面告诉你的这个坐标就是我最后能提供给你的石碑信息啦。位置在(-410，1750)。它在乌河沼泽的中心，剩下的就请自己加油吧！,,,,0,,我会找到它的！,3028101,2,2020,咨询服务！,3000201,,,,,,
3028101,,加油！{var0=playername}。,,,,1,,,,1,2020,,,,,,,,
3029100,3030100,嗯，您好。我是负责迪迪岛的智慧型法尔，有什么关于石碑的疑问，又或者想知道石碑的地点，还是想咨询问题，我都可以帮您解答。,,,,0,,石碑的地点？,3029101,2,2021,石碑？,3029201,,,咨询服务！,3000201,,
3029101,,看来您有些迫不及待，我必须要告诉你的是，激发的第一个石碑不是什么简单地方，在中心火山，不如先考虑考虑再做打算？,,,,0,,我已经考虑好了。,3029102,2,2021,那就容我考虑一下。,3029202,,,,,,
3029102,,那好吧，这个石碑的坐标是(-480，1960)。你可以先传送到秃鹰平原，然后往正下方行进，到达环形沙漠，再继续往下走一会应该就能看到中心火山了，石碑在中心火山那个废墟的底部。,,,,0,,很清晰，谢谢！,,1,2021,,,,,,,,
3029201,,让我为你讲解下吧，据我所知，在这个世界中，有八十一块石碑，据说只要的到了它们的宝藏，就能真正拥有完整的智慧，不再有任何迷惑。所以大家都在渴望得到它们的宝藏。,,,,0,,知道了。,,,,,,,,,,,
3029202,,三思而后行确实是一个好习惯。,,,,1,,,,,,,,,,,,,
3030100,3031100,激发的第二个石碑在边际森林的底部，你可以尝试直接从这个迪迪岛往左直接游过去，不过要小心体力没有而淹死哦。稳妥的方法还是走秃鹰平原不断往下。也可以到达，坐标是(-280，2160),,,,0,,好的。,,1,2022,咨询服务！,3000201,,,,,,
3031100,3032100,第三个石碑和第二个石碑属于隔海相望的关系，坐标是(-160，2280)。位于银剑火山的西边。你可以直接从迪迪沙滩最靠近银剑火山的地方游过去，也可以传送到大湖平原后不断往上走到达银剑火山。,,,,0,,明白了。,,1,2023,咨询服务！,3000201,,,,,,
3032100,3033100,自见者不明？这是什么意思呢，接下来这个石碑就在上一个石碑的正下方，坐标是(40，2480)。位于寂灭山脉。,,,,0,,好的。,,1,2024,咨询服务！,3000201,,,,,,
3033100,3034100,下一个石碑的点在(-420，1900)，在乌拉山脉的东南部，在我提供的那个中心火山内石碑的正西边。,,,,0,,收到！,,1,2025,咨询服务！,3000201,,,,,,
3034100,3035100,下一个石碑的点在(100，2420)，它在寂灭山脉那个石碑的正西边。他在一个海边的小岛上。你需要游过去才行。,,,,0,,收到！,,1,2026,咨询服务！,3000201,,,,,,
3035100,3036100,下一个石碑的坐标是(-360，1840)，这个石碑位于乌河沼泽东部，也是和乌拉山脉的那个石碑隔海相望。,,,,0,,收到！,,1,2027,咨询服务！,3000201,,,,,,
3036100,3037100,这次的石碑直接从上一个石碑的位置一直往下走，就能找到它啦。非常简单。坐标是(-160，2040)。,,,,0,,收到！,,1,2028,咨询服务！,3000201,,,,,,
3037100,3038100,沿着海边继续往下走，这次的石碑在童真沙滩上，坐标是(-40，2160)！,,,,0,,收到！,,1,2029,咨询服务！,3000201,,,,,,
3038100,3008999,继续往下走，下一个石碑在童真沙滩对面的童真岛的中央，坐标是(360，2760)。,,,,0,,收到！,,1,2030,咨询服务！,3000201,,,,,,
3039100,3040100,Hey，你好啊，朋友，我是大湖平原的负责人，搭载了艺术型芯片的法尔。我将主要负责为你提供神秘石碑的信息还有其他的咨询工作。明白了吗？,,,,0,,石碑信息？,3039101,2,2031,明白了！,3039201,,,咨询信息？,3000201,,
3039101,,嗯，这个嘛！石碑可是这个世界的最重要的物品，得到了石碑的宝藏，你就可以无敌于天下啦。让我告诉一个石碑的消息先吧。它的坐标是(360，2760)。,,,,0,,能具体指引我一下吗？,3039102,2,2031,,,,,,,,
3039102,,那本姑娘就勉为其难一下吧！这个石碑呢，就在可怕的寂灭山脉哦，从大湖传送点一直往左走，经过一个古城后不要停，继续往左走一段时间，在周围转转就能发现它啦。,,,,0,,就这样？,3039103,1,2031,,,,,,,,
3039103,,就这样，自己去发现吧。,,,,1,,,,1,2031,,,,,,,,
3039201,,明白了就好。O(∩_∩)o 哈哈。,,,,1,,,,,,,,,,,,,
3040100,3041100,下一个石碑的位置在(511，2783)，记得之前说的古城吗？找到一条岩浆河。就在那个岩浆出海口指向的位置出海。你能发现一个岩浆岛。它就在那。如果你没有体力药可找不到它。出发前去打点螃蟹吧。,,,,0,,好吧！,,1,2032,咨询服务！,3000201,,,,,,
3041100,3042100,下一个地点是的坐标是(604，2812)。传送到稻香平原，往右走找到飞炎群岛最上方的大岛。被激活的石碑就在那个大岛熔岩区域东南边突出的一个尖角上！,,,,0,,收到！,,1,2033,咨询服务！,3000201,,,,,,
3042100,3043100,接下来是(800，2880)，这个石碑则在飞炎群岛的第二大岛（在之前那个岛的下面）的最东方。,,,,0,,收到！,,1,2034,咨询服务！,3000201,,,,,,
3043100,3044100,下面这个石碑也要去飞炎群岛的第一大岛，它在它东北方草原最东部出海后的一段距离，坐标是(280，2560)。,,,,0,,明白了！,,1,2035,咨询服务！,3000201,,,,,,
3044100,3045100,接下来这个石碑比较好找，沿着飞炎群岛第一大岛的路从上往下走你就能找到它啦。坐标在(481，2633),,,,0,,感谢！,,1,2036,咨询服务！,3000201,,,,,,
3045100,3046100,看来你来了之后，飞炎群岛的石碑持续激发呢，接下这个石碑，沿着飞炎群岛的西侧一直往下走就能找到。坐标是(574，2662)。,,,,0,,好的。,,1,2037,咨询服务！,3000201,,,,,,
3046100,3047100,知道什么是苦尽甘来了吧，这个也很好找，沿着飞炎群岛主岛的路走到最下面，技能找到正在激发态的石碑了。坐标是(770，2730)。道理什么的自己去领悟哦。,,,,0,,嗯嗯。,,1,2038,咨询服务！,3000201,,,,,,
3047100,3048100,快乐的事情还在继续，接下来这个就在稻香镇东北边靠近海边的一个小半岛上。坐标是(250，2410)。,,,,0,,谢谢。,,1,2039,咨询服务！,3000201,,,,,,
3048100,3008999,好啦，最后，再给你一个难题吧，所谓有始有终。哈哈。我知道的最后这个激发态石碑在坐标(740，2580)。沿着稻香平原所处半岛的沿海一直走，当遇上一些烈火马时在出海往右走。你就能发现那个小岛啦。,,,,0,,明白了！,,1,2040,咨询服务！,3000201,,,,,,
3049100,3050100,嘿，你好，欢迎你来到稻香平原，我是搭载了成就型性格芯片的法尔。现在负责稻香平原的管理，石碑的监测和提供一些资讯。欢迎随时来找我！,,,,0,,我需要石碑消息！,3049101,2,2041,石碑是什么？,3049201,,,资讯？,3000201,,
3049101,,好的，现在监测到处于激发态的石碑的坐标位于(1060，2820)。它在这个大半岛最南方对面的南雪岛上。请得到真正的宝藏成就你的人生吧！,,,,0,,好的。,,1,2041,,,,,,,,
3049201,,石碑是这个世界上最伟大的宝藏，找到所有的石碑并得到那些宝藏就是这个世界最伟大的成就啦。所以当你安定下来，一定记得要去寻找那些石碑哦。,,,,0,,谢谢你，我知道了。,,,,,,,,,,,
3050100,3051100,看来你已经解锁了一个新的成就啦，哈哈，石碑探索者，那么下面这个石碑的坐标是(940，2700)。它在围火岛南方的雪原中，你可以先去狗头人平原，沿着右下方的路一直走就能到围火岛了。,,,,0,,好的。,,1,2042,咨询服务！,3000201,,,,,,
3051100,3052100,还记得我让你去的第一个石碑吗？这次的石碑就在你穿越过得南部冰原的边缘，沿着边缘找找看，它在与一个半岛的交界处。坐标是(940，2700),,,,0,,知道啦！,,1,2043,咨询服务！,3000201,,,,,,
3052100,3053100,现在的激发点又回到围火岛了，不过在之前那个石碑的上方的沼泽中，找不到的话，记住它就在之前那个石碑的正上方。坐标是(1200，2440)。,,,,0,,好的，谢谢！,,1,2044,咨询服务！,3000201,,,,,,
3053100,3054100,让我们把视线再次移回来。这次的激发石碑在南部平原上，沿着南部平原的海边一直走就能找到，附近还有个小湖呢。坐标是(820，2580)。,,,,0,,嗯，谢谢。,,1,2045,咨询服务！,3000201,,,,,,
3054100,3008999,我能告诉你的最后一个激发石碑还是在围火岛上，这次你只要沿着围火岛的西海岸一直走就能找到它了。坐标是(1080，2320)。,,,,0,,好！,,1,2046,咨询服务！,3000201,,,,,,
3055100,3056100,欢迎你来，我是搭载了忠诚型性格芯片的法尔。很高兴为您服务，我将为您提供石碑的消息和咨询服务。,,,,0,,我需要石碑的消息！,3055101,2,2047,石碑？,3055201,,,咨询信息？,3000201,,
3055101,,好的，现在处于激发状态的石碑位于条形森林的西南部 ，在一片快要接近雪原的区域。坐标是(1380，2300)。最终可能需要您根据坐标仔细查找哦。,,,,0,,好的！,,1,2047,,,,,,,,
3055201,,哦，您还不了解石碑吗？石碑是这个世界上蕴含了巨大宝藏的事物。触碰激发态的石碑就可以得到它的宝藏。听说完全明白石碑的秘密后就能让一个人再无阻碍。衷心希望您能得到它们的宝藏。,,,,0,,原来如此。,,,,,,,,,,,
3056100,3057100,我监测到的第二个激发态的石碑已经出现，坐标是(1220，1820)。您先传送到海湾平原，然后沿着海岸线一直走，到达弯弓半岛后仍然继续沿海岸线往下。您的右侧有一片沙漠，这个石碑就在那片沙漠的最西南角。,,,,0,,好的。,,1,2048,咨询服务！,3000201,,,,,,
3057100,3058100,从现在监测到的情况来看，下一块出现激发态的石碑的坐标是(1230，2270)。您可以在条形森林中部靠近火焰沙漠的地方发现它的踪影。附近还有一块浅绿色的方块草地。,,,,0,,好，谢谢！,,1,2049,咨询服务！,3000201,,,,,,
3058100,3059100,您好，目前处于激发态的石碑的坐标是(1162，2074)。您先到达狗头人平原左下方的燃火山脉，这块石碑就在燃火山脉，火山区域右下角附近的石地中。,,,,0,,嗯，知道了。,,1,2050,咨询服务！,3000201,,,,,,
3059100,3060100,您好，已经发现下一个处于激发态的石碑了，它的坐标是(1128，1976)。它位于燃火山脉西部的中间部位。,,,,0,,好的。,,1,2051,咨询服务！,3000201,,,,,,
3060100,3061100,报告，再次在弯弓半岛发现一块激发态石碑，这次在上次那片沙漠的右侧的火山区域的最右上角临近海边的地方，坐标是(1060，1780)。,,,,0,,好的，谢谢你法尔。,,1,2052,咨询服务！,3000201,,,,,,
3061100,3062100,又有一块石碑被激活了，这次的石碑出现在了比较近的条形森林。坐标是(1080，2240)。它处在条形森林右上方离海还有一段距离的地方。您可能需要更多的参考坐标找到它。,,,,0,,没关系，我会找到的！,,1,2053,咨询服务！,3000201,,,,,,
3062100,3063100,恭喜您，接下来这个石碑比较好找呢，他就在这个古城右下角沼泽的底部。不过它不再沼泽内，所以您最好沿着沼泽边缘找到它。它的坐标是(1012，2044)。,,,,0,,好，谢谢。,,1,2054,咨询服务！,3000201,,,,,,
3063100,3064100,仍然是燃火山脉，又有一个石碑被激发了，您横向穿过刚才那个沼泽，会看到一个小湖，沿着湖底的平行线向左走，就能找到它了。坐标是(978，1946)。,,,,0,,嗯，很详细呢。,,1,2055,咨询服务！,3000201,,,,,,
3064100,3008999,我感觉到，我对您的付出可能要展示告一段落了，已经发现了我能监测到的最后一个石碑。坐标是(910，1750)。它就位于狗头人平原左侧出海口的中央位置。希望我没有让您失望。,,,,0,,法尔你很好，谢谢你！,,1,2056,咨询服务！,3000201,,,,,,
3065100,3066100,哈哈，欢迎您来到我的地盘，海湾平原，吾是搭载了领袖型性格芯片的法尔，如果需要的话，我可以告诉你那些石碑的信息作为我们相识的礼物，当然必要的咨询我也会提供的。,,,,0,,请告诉我石碑的信息！,3065101,2,2057,石碑的信息？,3065201,,,咨询信息？,3000201,,
3065101,,好的，就让本法尔女王告诉你吧，第一个能提供给你的石碑的坐标是(980，1540)。你从海湾平原一直往上走，会看到一片沙漠，继续往上，看到石地后沿着石地往右上方走，在一片深入沙漠很多的石地停住，接着再往右走就能找到它了。,,,,0,,感谢您！,,1,2057,,,,,,,,
3065201,,那些石碑是我之所以能成为女王的原因哦，总之，每一个石碑都蕴含着巨大的宝藏。只要触碰了激发态的它们就能得到宝藏。掌握真正宝藏的人就能完全掌握一切！,,,,0,,感谢您为我解惑。,,,,,,,,,,,
3066100,3067100,嗯，现在心情不错，那么让我告诉你一下下一个石碑的坐标吧，它在(460，1020)。你可以选择在上一个石碑的基础上一直往上走，穿过山和大海就能找到它啦。其他办法你就要自己想了。,,,,0,,行吧！,,1,2058,咨询服务！,3000201,,,,,,
3067100,3068100,嗯，你运气不错嘛，下面这个石碑很好找呢，就在你找到的第一个石碑的正右方，一直走到海边就能看到了，坐标是(920，1600)。,,,,0,,谢谢您！,,1,2059,咨询服务！,3000201,,,,,,
3068100,3069100,哈，身为我领地上得朋友，也该接受挑战，下面那个石碑你最好打点螃蟹做点体力药，沿着刚才那个石碑的正上方走，从沙滩出海，直到碰到一个小岛为止，你就找到它了，坐标是(720，1400)。,,,,0,,好的，我接受挑战！,,1,2060,咨询服务！,3000201,,,,,,
3069100,3070100,嗯，还记得上个小岛的位置吧，这次你要继续往上游，将会碰到另一个小岛，这次的石碑在那个岛上，坐标是(600，1280)。,,,,0,,感觉还有得游呢。。。,,1,2061,咨询服务！,3000201,,,,,,
3070100,3071100,上次你说的可没错了，继续给我游泳去吧，还是像之前一样，继续往上游到无名山脉去，然后保持直线前进，就能找到目前处于激发态的石碑了。坐标是(400，1080)。,,,,0,,好吧，我会好好游的。,,1,2062,咨询服务！,3000201,,,,,,
3071100,3072100,嘿，这次让我派遣你出使狗头人王国吧，传送到狗头人平原，在西边出海口的最西端，你就能发现那个石碑了。坐标是(860，1660)。,,,,0,,保证完成任务！哈哈。,,1,2063,咨询服务！,3000201,,,,,,
3072100,3008999,好啦，现在是我要赐予你最后的恩赐了，还记得你游泳的日子吗？这次这个石碑在上次你游泳终点的正右方，你可以选择游过去，也可以选择沿着山脉的海岸线转一圈到达那里，坐标是(340，1140)。,,,,0,,真是谢谢您的栽培！,,1,2064,咨询服务！,3000201,,,,,,
3073100,3074100,Hi，您好，我是爱好和平的搭载了和平型芯片的法尔。我可以告诉您石碑的消息和一些资讯。以帮助您成为一个爱好和平的人，(*^__^*) 嘻嘻。,,,,0,,石碑信息！,3073101,2,2065,石碑？,3073201,,,咨询信息？,3000201,,
3073101,,好的，让我告诉您我目前监测到的第一个石碑的信息吧！它的坐标是(190，790)。您可以一直朝右走，直到走到人面冰原中央的道路后，往下走一段距离就能看到它了。,,,,0,,感谢。,,1,2065,,,,,,,,
3073201,,啊，您还不知道石碑呀，告诉您哦，它是世界运转的基石，蕴含着巨大的魔力，触碰它的人都能得到强大的宝藏。能给世界和人类带来真正的和平。,,,,0,,好厉害的样子！,,,,,,,,,,,
3074100,3075100,监测到第二个石碑啦，我来告诉你地点，快快去吧，你沿路一直往右上方向走，直到到达人面冰原北右上角道路终点后，往右出海一直游，就能到达石碑所在的小雪岛上。坐标是(-300，620)。,,,,0,,嗯。好的。,,1,2066,咨询服务！,3000201,,,,,,
3075100,3076100,上个石碑辛苦啦，这次的简单些呢，一直往右走知道到达无名山脉后，沿着交界处往下一直走，看到个小湖的时候，你就能在湖边发现正被激活的石碑了，坐标是(220，940)。,,,,0,,知道了。,,1,2067,咨询服务！,3000201,,,,,,
3076100,3077100,接下来您可以先传送到麦浪平原去，让后沿着往上得道路一直往上走，当你到达一个搭了三个棚子的三叉路口后，石碑就在它们后面，坐标是(-270，770)。,,,,0,,OK！,,1,2068,咨询服务！,3000201,,,,,,
3077100,3078100,坐标是(250，1090)。传送到麦浪平原出发会稍微近些。从麦浪平原左下方那条道路指向的方向一直走，到达无名山脉东靠海的那侧后往下走一段时间，兴许就能找到呢。,,,,0,,我会看坐标的。,,1,2069,咨询服务！,3000201,,,,,,
3078100,3079100,这个石碑也一样，同样沿着上条路指向的方向走，注意观察左右两侧。你能在麦浪平原和鬼哭森林的交界处附近发现它。坐标是(54，1022)。,,,,0,,这路真有用。,,1,2070,咨询服务！,3000201,,,,,,
3079100,3080100,嗯，可能还是要利用到上次那条路能，走到它的尽头后停下，然后往左上的方向前进，注意观察四周，你就能发现石碑了。坐标是(-44，988)。,,,,0,,我会在尽头停下的。,,1,2071,咨询服务！,3000201,,,,,,
3080100,3008999,好吧，现在是我能提供的最后的石碑信息了，也是最简单的一个呢。传送到麦浪平原后，往上走，到达双生沼泽北沼泽。这个石碑就在北沼泽西部与麦浪平原交界处的附近。坐标是(-240，920)。,,,,0,,好的，谢谢你！,,1,2072,咨询服务！,3000201,,,,,,
4000001,,大树把阳光都遮住了，我会活不下去的，请帮帮我，砍掉这些大树吧。,,,,0,,好啊！,,1,2102,你们似乎都有理。,,,,,,,
4000002,,这些杂草把营养都吸走了，我们会因此而枯萎的，请救救我吧。,,,,0,,简单！,,1,2103,我到底该救谁呢？,,,,,,,
4000003,,你能来真是太好了，可别把我当什么宝箱给砸啦，我可是有思想的宝箱，记住咯，代码世界发生啥都不奇怪，好啦，说正事吧，我的一个弟弟被那群猪挡在了一片深色的草原中，沿着下面这条路一直走就能找到它。帮我去解救他我就给你宝藏。,,,,0,,好啊，没问题。,,1,2100,,,,,,,,
4000004,,那些野猪没事就来拱我，实在是太气人了，你说该怎么办啊？,,,,0,,我去教训它们。,,1,2101,,,,,,,,
5000001,,我听说，这边朝南的海中间有两座香蕉群岛，只有擅长游泳的勇士才能上岛，之前许多勇士都在半途淹死，希望能有人找到这座岛屿啊,,,,0,,我去找找香蕉岛,,1,2200,,,,,,,,
5000002,,北方冰岛极度寒冷，只有有勇气的冒险者才能到达，可惜我已经年迈，希望有勇士能达到此地，将那边的风光告知我---曾经的冒险者,,,,0,,接收探索挑战,,1,2201,,,,,,,,
5000003,,沿着南边的雪原小路往南走，走过一座桥后，将会到达全部冰封的小岛，在岛上有个藏宝冰窟，找到它！---- 冰窟冒险者,,,,0,,扯下任务单,,1,2202,,,,,,,,
5000004,,沿着你左边这条路往西北面走，将会探索到源码古城，传说那里曾经有一座宏达的城市，有许多埋藏的宝藏、很多遗忘的秘密，勇者愿意去看看吗？还可以解锁新的传送点哦！----冒险者公会,,,,0,,我去看看,,1,2203,,,,,,,,
5000005,,能接到这个任务算你厉害，这就是传说中的隐藏任务了，您能不能找到我的农场，那是我种田的地方，我只提供一个线索：稻香平原的西南方,,,,0,,我运气这么好？,,1,2204,,,,,,,,
5000006,,这是一个很难的挑战，需要您有很强的操控代码能力才能保证完成这个任务哦！建议您设置机器人不停的采集石头，并且使用代码给机器人自己充能，才能保证机器人的长效运转,,,,0,,so easy,,1,2205,,,,,,,,
5000007,5000010,初心广场聚集了很多代码的能量，所以你看到这边的树木植被都是有能量的，做为初心广场的看护人，我的责任重大！，我看你体力不错，愿不愿意为初心广场贡献一些力量？,,,,0,,当然愿意,5000008,1,3002,我在想想,5000009,,,,,,
5000008,,那就快去周围采集：红葫芦、异色向日葵、紫珠草,,,,1,,,,,,,,,,,,,
5000009,,哎，看来你的初心还不够，不急，不急~,,,,,,,,,,,,,,,,,
5000010,,你之前表现不错，让人欣慰，贡献用不停歇，愿不愿意继续为初心广场贡献一些力量？,,,,,,没问题,,1,3003,容我三思,5000009,,,,,,
5000011,,那就快去周围采集：早鸟树、绵绵栎、小枣树各3颗,,,,1,,,5000011,,,,,,,,,,
